,obs,action
247,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000003e-01
    0.0000000e+00]
  [ 1.0000000e+00  3.9981715e-02  9.8057948e-02 -8.4641315e-02
    8.4137715e-02]
  [ 1.0000000e+00  1.9822957e-01  3.3333334e-01  2.3888992e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.2936061e-01  0.0000000e+00 -3.2719668e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5488092e-01  1.5716013e-08 -2.1518741e-03
   -6.8227100e-09]]]",[4]
248,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.4300336e-02  3.0932361e-01 -5.2285809e-02
    9.7364346e-03]
  [ 1.0000000e+00  2.0762669e-01  3.3333334e-01  2.2881506e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.1703550e-01  0.0000000e+00 -2.8166289e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5406327e-01  9.9494701e-10 -1.8676759e-03
   -4.3216219e-10]]]",[4]
249,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -6.9536231e-03  6.2855357e-01 -3.4867030e-02
    1.5961662e-02]
  [ 1.0000000e+00  2.0637231e-01  0.0000000e+00 -2.4561299e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.1660806e-01  3.3333334e-01  2.1798033e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5337129e-01  6.2811312e-11 -1.5104559e-03
   -2.7300606e-11]]]",[4]
250,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.7756771e-02  6.6376191e-01 -1.7093636e-02
    1.2442147e-03]
  [ 1.0000000e+00  1.9702902e-01  0.0000000e+00 -2.1677570e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.2514626e-01  3.3333334e-01  2.0657016e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5283082e-01  3.9519499e-12 -1.1065704e-03
   -1.7189583e-12]]]",[4]
251,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00 -2.25765742e-02  6.66469812e-01 -5.48383920e-03
    8.56105180e-05]
  [ 1.00000000e+00  1.88748196e-01  0.00000000e+00 -1.93309803e-02
    0.00000000e+00]
  [ 1.00000000e+00  2.33221173e-01  3.33333343e-01  1.94763727e-02
    0.00000000e+00]
  [ 1.00000000e+00  4.52455044e-01  2.47579734e-13 -6.88340806e-04
   -1.07802656e-13]]]",[4]
252,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.3482673e-02  6.6665435e-01  1.8506371e-03
    5.4205570e-06]
  [ 1.0000000e+00  1.8133830e-01  0.0000000e+00 -1.7384302e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.4081956e-01  3.3333334e-01  1.8272111e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5224592e-01  1.5543122e-14 -2.7747246e-04
   -6.7723605e-15]]]",[4]
253,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.1961611e-02  6.6666591e-01  6.2671085e-03
    3.2568644e-07]
  [ 1.0000000e+00  1.7465624e-01  0.0000000e+00 -1.5738631e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.4793427e-01  3.3333334e-01  1.7058039e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5219845e-01  8.8817842e-16  1.1540460e-04
   -3.3306691e-16]]]",[4]
254,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.8998114e-02  6.6666663e-01  8.8367462e-03
    1.8960584e-08]
  [ 1.0000000e+00  1.6859370e-01  0.0000000e+00 -1.4323245e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.5456333e-01  3.3333334e-01  1.5846051e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.5230475e-01  0.0000000e+00  4.8700927e-04
    0.0000000e+00]]]",[4]
255,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.5203574e-02  6.6666669e-01  1.0292415e-02
    1.0837713e-09]
  [ 1.0000000e+00  1.6306724e-01  0.0000000e+00 -1.3087315e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.6032823e-01  4.0000775e-01  1.2088160e-03
    8.3258323e-02]
  [ 1.0000000e+00  4.5255634e-01  2.2204460e-16  8.3786680e-04
    0.0000000e+00]]]",[4]
256,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.2455921e-02  6.6666669e-01  4.0925835e-04
    6.2383210e-11]
  [ 1.0000000e+00  1.5801135e-01  0.0000000e+00 -1.1993851e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.6451766e-01  6.4873439e-01  1.4701094e-02
    8.0035403e-03]
  [ 1.0000000e+00  4.5294517e-01  2.2204460e-16  1.1699895e-03
    0.0000000e+00]]]",[4]
257,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00 -1.39335459e-02  5.99101067e-01 -6.49579847e-03
    2.41139587e-02]
  [ 1.00000000e+00  1.51524261e-01  2.34948799e-01 -1.36806825e-02
    4.12651934e-02]
  [ 1.00000000e+00  2.70665467e-01  6.65694773e-01  1.60290189e-02
    4.36110364e-04]
  [ 1.00000000e+00  4.53464180e-01  2.22044605e-16  1.48564833e-03
   -2.22044605e-16]]]",[4]
258,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.6481422e-02  6.6180295e-01 -6.8764105e-03
    2.0908178e-03]
  [ 1.0000000e+00  1.4834546e-01  3.2678935e-01 -3.8903453e-03
    2.8428533e-03]
  [ 1.0000000e+00  2.7715930e-01  6.6661447e-01  1.6421858e-02
    2.3422755e-05]
  [ 1.0000000e+00  4.5410708e-01  2.2204460e-16  1.7868510e-03
    0.0000000e+00]]]",[4]
259,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -1.9272897e-02  6.6634506e-01 -6.9626123e-03
    1.3847045e-04]
  [ 1.0000000e+00  1.4742467e-01  3.3292037e-01 -3.6720783e-04
    1.8017841e-04]
  [ 1.0000000e+00  2.8372812e-01  6.6666389e-01  1.6355675e-02
    1.2558976e-06]
  [ 1.0000000e+00  4.5486832e-01  2.2204460e-16  2.0752007e-03
    0.0000000e+00]]]",[4]
260,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.1986878e-02  6.6664547e-01 -6.4418186e-03
    9.1389393e-06]
  [ 1.0000000e+00  1.4761305e-01  3.3330783e-01  1.4840213e-03
    1.1153504e-05]
  [ 1.0000000e+00  2.9022557e-01  6.6666651e-01  1.6039986e-02
    6.7460974e-08]
  [ 1.0000000e+00  4.5574304e-01  2.2204460e-16  2.3519252e-03
   -2.2204460e-16]]]",[4]
261,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.4445148e-02  6.6666526e-01 -5.6750383e-03
    5.9974263e-07]
  [ 1.0000000e+00  1.4837648e-01  3.3333176e-01  2.4122135e-03
    6.8210215e-07]
  [ 1.0000000e+00  2.9657301e-01  6.6666669e-01  1.5593565e-02
    3.6367578e-09]
  [ 1.0000000e+00  4.5672670e-01  2.2204460e-16  2.6179629e-03
    0.0000000e+00]]]",[4]
262,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.6582332e-02  6.6666657e-01 -4.8426441e-03
    3.9084565e-08]
  [ 1.0000000e+00  1.4942154e-01  3.3333322e-01  2.8425241e-03
    4.1468105e-08]
  [ 1.0000000e+00  3.0273011e-01  6.6666669e-01  1.5083381e-02
    1.9694024e-10]
  [ 1.0000000e+00  4.5781517e-01  2.2204460e-16  2.8740491e-03
    0.0000000e+00]]]",[4]
263,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.8387923e-02  6.6666669e-01 -4.0297713e-03
    2.5289277e-09]
  [ 1.0000000e+00  1.5059131e-01  3.3333331e-01  3.0103275e-03
    2.5144926e-09]
  [ 1.0000000e+00  3.0867812e-01  6.6666669e-01  1.4547232e-02
    1.0717427e-11]
  [ 1.0000000e+00  4.5900455e-01  2.2204460e-16  3.1207893e-03
   -2.2204460e-16]]]",[4]
264,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -2.9876677e-02  6.6666669e-01 -3.2731621e-03
    1.6251778e-10]
  [ 1.0000000e+00  1.5180363e-01  3.3333334e-01  3.0427668e-03
    1.5233992e-10]
  [ 1.0000000e+00  3.1441042e-01  6.6666669e-01  1.4006601e-02
    5.8619776e-13]
  [ 1.0000000e+00  4.6029121e-01  2.2204460e-16  3.3587087e-03
    0.0000000e+00]]]",[4]
265,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.1073630e-02  6.6666669e-01 -2.5853214e-03
    1.0378365e-11]
  [ 1.0000000e+00  1.5301657e-01  3.3333334e-01  3.0076194e-03
    9.2297281e-12]
  [ 1.0000000e+00  3.1992742e-01  6.6666669e-01  1.3473847e-02
    3.2196468e-14]
  [ 1.0000000e+00  4.6167168e-01  2.2204460e-16  3.5882846e-03
    0.0000000e+00]]]",[4]
266,"[[[ 1.00000000e+00  1.00000000e+00  0.00000000e+00  2.50000000e-01
    0.00000000e+00]
  [ 1.00000000e+00 -3.20066623e-02  6.66666687e-01 -1.96705828e-03
    6.59028387e-13]
  [ 1.00000000e+00  1.54209554e-01  3.33333343e-01  2.94074975e-03
    5.59552404e-13]
  [ 1.00000000e+00  3.25233579e-01  6.66666687e-01  1.29561955e-02
    1.77635684e-15]
  [ 1.00000000e+00  4.63142723e-01  2.22044605e-16  3.80996615e-03
   -2.22044605e-16]]]",[4]
267,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.2703001e-02  6.6666669e-01 -1.4139522e-03
    4.1744386e-14]
  [ 1.0000000e+00  1.5537332e-01  3.3333334e-01  2.8610451e-03
    3.3972825e-14]
  [ 1.0000000e+00  3.3033565e-01  6.6666669e-01  1.2457938e-02
    2.2204460e-16]
  [ 1.0000000e+00  4.6470121e-01  2.2204460e-16  4.0241834e-03
    0.0000000e+00]]]",[4]
268,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.3187713e-02  6.6666669e-01 -9.1961969e-04
    2.6645353e-15]
  [ 1.0000000e+00  1.5650451e-01  3.3333334e-01  2.7784030e-03
    2.2204460e-15]
  [ 1.0000000e+00  3.3524188e-01  6.6666669e-01  1.1981654e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6634427e-01  2.2204460e-16  4.2313528e-03
    0.0000000e+00]]]",[4]
269,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00 -3.3483233e-02  6.6666669e-01 -4.7730302e-04
    2.2204460e-16]
  [ 1.0000000e+00  1.5760288e-01  3.3333334e-01  2.6979703e-03
    2.2204460e-16]
  [ 1.0000000e+00  3.3996135e-01  6.6666669e-01  1.1528882e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6806908e-01  2.2204460e-16  4.4318782e-03
   -2.2204460e-16]]]",[4]
270,"[[[ 1.          0.77675116  0.          0.3125      0.        ]
  [ 1.          0.11302045  0.33333334 -0.0242075   0.        ]
  [ 1.          0.23946895  0.         -0.04262779  0.        ]
  [ 1.          0.36836305  0.6666667  -0.01560276  0.        ]
  [ 1.          0.48765427  0.         -0.04562899  0.        ]]]",[4]
271,"[[[ 1.          0.8897759   0.          0.25823045  0.        ]
  [ 1.          0.11471112  0.33333334  0.02664904  0.        ]
  [ 1.          0.23058379  0.         -0.00866318  0.        ]
  [ 1.          0.36989194  0.6666667   0.01619575  0.        ]
  [ 1.          0.47985935  0.         -0.00105157  0.        ]]]",[4]
272,"[[[ 1.          0.9914911   0.          0.25108385  0.        ]
  [ 1.          0.12657365  0.33333334  0.03163619  0.        ]
  [ 1.          0.22698592  0.         -0.01093927  0.        ]
  [ 1.          0.37610072  0.6666667   0.01333237  0.        ]
  [ 1.          0.47912857  0.07072398 -0.01645599  0.08285798]]]",[4]
273,"[[[ 1.          1.          0.          0.25014272  0.        ]
  [ 1.          0.13767976  0.33333334  0.0202663   0.        ]
  [ 1.          0.22186884  0.         -0.0102647   0.        ]
  [ 1.          0.38079223  0.6666667   0.00970231  0.        ]
  [ 1.          0.47615385  0.31380978 -0.00461797  0.00842352]]]",[4]
274,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5001881e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.4440383e-01  3.3333334e-01  1.2557161e-02
    0.0000000e+00]
  [ 1.0000000e+00  2.1907361e-01  0.0000000e+00 -2.8822294e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.8434067e-01  6.6666669e-01  7.9546822e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.7432509e-01  3.3206892e-01 -4.5543863e-03
    5.4657442e-04]]]",[4]
275,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000247e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.4866233e-01  3.3333334e-01  8.2598478e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.1867234e-01  0.0000000e+00  1.3370789e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.8741821e-01  6.6666669e-01  7.4906535e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.7255209e-01  3.3325163e-01 -4.1783466e-03
    3.5352987e-05]]]",[4]
276,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000033e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5152596e-01  3.3333334e-01  5.7707080e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.1962985e-01  0.0000000e+00  3.7025886e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.9043537e-01  6.6666669e-01  7.7151787e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.7097740e-01  3.3332807e-01 -3.5393650e-03
    2.2767138e-06]]]",[4]
277,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000003e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5357336e-01  3.3333334e-01  4.2901998e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.2134493e-01  0.0000000e+00  5.0096600e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.9360270e-01  6.6666669e-01  8.2622357e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.6967977e-01  3.3333299e-01 -2.7902157e-03
    1.4573432e-07]]]",[4]
278,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5513197e-01  3.3333334e-01  3.3946326e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.2347692e-01  0.0000000e+00  5.7237134e-03
    0.0000000e+00]
  [ 1.0000000e+00  3.9701197e-01  6.6666669e-01  8.9232614e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.6868691e-01  3.3333331e-01 -2.0224534e-03
    9.2669001e-09]]]",[4]
279,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5639396e-01  3.3333334e-01  2.8495390e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.2583556e-01  0.0000000e+00  6.1076786e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.0068811e-01  6.6666669e-01  9.5832655e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.6799746e-01  3.3333334e-01 -1.2841225e-03
    5.8538596e-10]]]",[4]
280,"[[[ 1.0000000e+00  1.0000000e+00  0.0000000e+00  2.5000000e-01
    0.0000000e+00]
  [ 1.0000000e+00  1.5747577e-01  3.3333334e-01  2.5209766e-03
    0.0000000e+00]
  [ 1.0000000e+00  2.2831494e-01  0.0000000e+00  6.3074832e-03
    0.0000000e+00]
  [ 1.0000000e+00  4.0461972e-01  6.6666669e-01  1.0181598e-02
    0.0000000e+00]
  [ 1.0000000e+00  4.6759555e-01  3.3333334e-01 -5.9700472e-04
    3.6747938e-11]]]",[4]
281,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.5845016e-01 3.3333334e-01 2.3305197e-03 0.0000000e+00]
  [1.0000000e+00 2.3085579e-01 0.0000000e+00 6.4039337e-03 0.0000000e+00]
  [1.0000000e+00 4.0877670e-01 6.6666669e-01 1.0688863e-02 0.0000000e+00]
  [1.0000000e+00 4.6745926e-01 3.3333334e-01 3.1803593e-05 2.2937208e-12]]]",[4]
282,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.5936410e-01 3.3333334e-01 2.2312286e-03 0.0000000e+00]
  [1.0000000e+00 2.3342486e-01 0.0000000e+00 6.4422251e-03 0.0000000e+00]
  [1.0000000e+00 4.1312033e-01 6.6666669e-01 1.1093364e-02 0.0000000e+00]
  [1.0000000e+00 4.6756515e-01 3.3333334e-01 6.0281862e-04 1.4233059e-13]]]",[4]
283,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.6024902e-01 3.3333334e-01 2.1943483e-03 0.0000000e+00]
  [1.0000000e+00 2.3600344e-01 0.0000000e+00 6.4481180e-03 0.0000000e+00]
  [1.0000000e+00 4.1760898e-01 6.6666669e-01 1.1393185e-02 0.0000000e+00]
  [1.0000000e+00 4.6789065e-01 3.3333334e-01 1.1200916e-03 8.8817842e-15]]]",[4]
284,"[[[1.0000000e+00 1.0000000e+00 0.0000000e+00 2.5000000e-01 0.0000000e+00]
  [1.0000000e+00 1.6112675e-01 3.3333334e-01 2.2017760e-03 0.0000000e+00]
  [1.0000000e+00 2.3858124e-01 0.0000000e+00 6.4366632e-03 0.0000000e+00]
  [1.0000000e+00 4.2220116e-01 6.6666669e-01 1.1591588e-02 0.0000000e+00]
  [1.0000000e+00 4.6841517e-01 3.3333334e-01 1.5889847e-03 4.4408921e-16]]]",[4]
285,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.16201296 0.33333334 0.00224173 0.        ]
  [1.         0.2411529  0.         0.00641688 0.        ]
  [1.         0.42685717 0.6666667  0.01169442 0.        ]
  [1.         0.46912023 0.33333334 0.00201504 0.        ]]]",[4]
286,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.16291928 0.33333334 0.00230624 0.        ]
  [1.         0.24371608 0.         0.00639431 0.        ]
  [1.         0.43153995 0.6666667  0.01170866 0.        ]
  [1.         0.4699895  0.33333334 0.00240343 0.        ]]]",[4]
287,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.1638546  0.33333334 0.00238968 0.        ]
  [1.         0.24627022 0.         0.00637238 0.        ]
  [1.         0.4362152  0.6666667  0.01164172 0.        ]
  [1.         0.47100875 0.33333334 0.00275881 0.        ]]]",[4]
288,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.16482577 0.33333334 0.0024879  0.        ]
  [1.         0.248816   0.         0.00635324 0.        ]
  [1.         0.4408516  0.6666667  0.01150101 0.        ]
  [1.         0.47216535 0.33333334 0.00308522 0.        ]]]",[4]
289,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.16583818 0.33333334 0.00259774 0.        ]
  [1.         0.25135475 0.         0.00633819 0.        ]
  [1.         0.44542086 0.6666667  0.01129386 0.        ]
  [1.         0.47344837 0.33333334 0.00338616 0.        ]]]",[4]
290,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.16689605 0.33333334 0.00271668 0.        ]
  [1.         0.25388822 0.         0.00632799 0.        ]
  [1.         0.44989756 0.6666667  0.01102741 0.        ]
  [1.         0.47484806 0.33333334 0.00366463 0.        ]]]",[4]
291,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.1680027  0.33333334 0.00284271 0.        ]
  [1.         0.25641847 0.         0.00632303 0.        ]
  [1.         0.4542591  0.6666667  0.01070867 0.        ]
  [1.         0.47635588 0.33333334 0.00392323 0.        ]]]",[4]
292,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.16916065 0.33333334 0.00297414 0.        ]
  [1.         0.25894755 0.         0.00632344 0.        ]
  [1.         0.45848563 0.6666667  0.01034451 0.        ]
  [1.         0.47796425 0.33333334 0.00416418 0.        ]]]",[4]
293,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.17037188 0.33333334 0.0031096  0.        ]
  [1.         0.26147768 0.         0.0063292  0.        ]
  [1.         0.46256012 0.6666667  0.00994166 0.        ]
  [1.         0.47966644 0.33333334 0.00438942 0.        ]]]",[4]
294,"[[[1.         1.         0.         0.25       0.        ]
  [1.         0.17163777 0.33333334 0.00324793 0.        ]
  [1.         0.26401097 0.         0.00634017 0.        ]
  [1.         0.46646813 0.6666667  0.00950675 0.        ]
  [1.         0.48145643 0.33333334 0.00460062 0.        ]]]",[4]
